ax,ay,az,gx,gy,gz,intensidad,etiqueta
-0.6446340694691219,-0.10019389509098775,0.8823989314772684,-0.23238523579139492,0.32380198780270775,-0.030844193101788153,1.097,pierna
0.19589004990792547,0.9611913945268127,1.0465544755262808,0.10067560508550322,-0.0814887311103405,0.11117036629907395,1.434,pierna
0.5280275250585458,0.376528702587813,0.7364222123207218,0.34982435374890986,0.0120797814100162,-0.1827883447880841,0.981,flexion
0.005644354440010763,0.03897424214835879,0.9603397144842291,0.005802684481282714,0.0025351195790803893,0.01862094785340271,0.961,reposo
0.04504988943480386,0.0050574278729021765,0.9964635081247535,0.003005337387538212,0.017502316998984496,0.0006474549329781621,0.997,reposo
0.9499429501454912,0.42504336725018577,0.5841062078732447,-0.03721209916914281,-0.032620789426937136,-0.35500171048383944,1.193,flexion
-0.21505855459487788,0.5131447800609458,0.5838008693306003,-0.34438556492416006,0.2651190852635581,-0.12526068222882886,0.806,flexion
-0.02921527725318418,0.7094642728429572,0.7608387997038215,-0.32772687556134145,0.3630854209596913,-0.31003053621804677,1.041,brazo
-0.667235577628648,0.7843872078191574,0.8227165662984985,0.44496954762375873,0.46317738609857273,0.15274995444901163,1.318,pierna
-0.21607555207317408,0.15772310431051295,0.24494091916195077,-0.1388879918773206,-0.053515813161915726,-0.0030505415649828005,0.363,flexion
0.7555183564682144,0.47130071277043095,0.5277749760920997,-0.07014010246930213,-0.1651909943691796,0.003449381943724461,1.035,pierna
-0.774151119655481,0.2734573652966962,0.808918433119499,-0.06798928205086896,0.29667884864195004,0.1539988189202165,1.153,torsion
-0.5325221959444426,-0.24703508519956208,0.4265741741879187,0.5222308608222272,0.1708612951948656,0.4023804661721877,0.726,torsion
0.028973475429101447,0.28494819166105945,0.8052076976542641,-0.09473258362514225,0.08082546774944777,0.08328106172250277,0.855,pierna
-0.7053160862983763,0.7994641460422311,0.5358287402545666,0.16092649208501075,-0.14318308168279936,0.0361296561347334,1.193,pierna
0.02059657474850929,-0.19696274730978658,0.33360405307033886,0.3876927287028471,-0.1050359838239272,-0.2521400040999179,0.388,pierna
0.23797322337310112,-0.018172856661059944,0.44892842039048686,0.06482523682513308,0.39997543446411854,-0.2869615568764708,0.508,brazo
0.6655422856521942,0.8126772881831335,1.0077428664532972,-0.15849658176207282,-0.4766756552913547,-0.22920759426341253,1.456,pierna
-0.0035487342158416757,0.04495534809661539,0.3753483885524564,0.28122034340155266,0.08109174407581687,-0.3141356273065268,0.378,pierna
-0.36614381934748585,0.6099160016988333,0.5451829119905169,-0.6787005314898753,-0.556428867939723,-0.5015663216871049,0.896,torsion
0.04109387988290231,0.040169782377625765,1.0260976565666582,0.0033252186158695563,0.0036497144190401534,0.0036979890705087937,1.028,reposo
0.7142303579509458,0.8754888499318051,0.7059344997263985,-0.07577953990138298,0.3766714018745958,-0.10293704599225773,1.332,torsion
0.734098695322169,0.357368008793128,0.5852509979774071,-0.3337832692984991,0.5164227587816546,0.6893913456322815,1.005,torsion
0.047180261856445,0.007456802557296977,0.984575157387841,0.016990949293061657,0.018783376985381444,0.010337681381870231,0.986,reposo
-0.3671371780444863,0.299051914702794,0.4692414578441805,-0.5217502543103849,0.5286072340424561,0.49067585642006106,0.667,torsion
0.9025173875858266,0.2587695248630463,0.3529834775039755,-0.08504945672233677,-0.10592500840830316,-0.030891888485720553,1.003,flexion
1.142811943462059,0.07072635408334427,0.892231437251649,-0.1022303059886997,0.00041133321320308003,-0.24368730303917802,1.452,brazo
